ClockLab,,,,
1873L,,,,
16-Nov-20,6:00,,,
Day,Hr,Min,Cnts/min,Lights
41,19,45,13.2,0
41,19,50,8.4,0
41,19,55,13,0
41,20,0,4.8,0
41,20,5,17,0
41,20,10,10.4,0
41,20,15,40,0
41,20,20,28.4,0
41,20,25,11.6,0
41,20,30,0,0
41,20,35,1.6,0
41,20,40,5.6,0
41,20,45,24.2,0
41,20,50,6.8,0
41,20,55,0.6,0
41,21,0,40,0
41,21,5,13.4,0
41,21,10,26.6,0
41,21,15,36.4,0
41,21,20,20.4,0
41,21,25,0,0
41,21,30,0,0
41,21,35,0,0
41,21,40,0,0
41,21,45,0,0
41,21,50,0,0
41,21,55,0,0
41,22,0,0,0
41,22,5,0,0
41,22,10,0,0
41,22,15,0,0
41,22,20,0,0
41,22,25,0,0
41,22,30,0,0
41,22,35,0,0
41,22,40,0,0
41,22,45,0,0
41,22,50,0,0
41,22,55,0,0
41,23,0,0,0
41,23,5,3.6,0
41,23,10,0.2,0
41,23,15,0.2,0
41,23,20,12.8,0
41,23,25,33.4,0
41,23,30,3.4,0
41,23,35,0,0
41,23,40,0,0
41,23,45,0,0
41,23,50,0,0
41,23,55,0,0
42,0,0,0,40.4
42,0,5,0,38.8
42,0,10,0,43.6
42,0,15,0,43.6
42,0,20,0,41.2
42,0,25,0,40.2
42,0,30,0,39.8
42,0,35,0,39
42,0,40,0,34.6
42,0,45,0,39.8
42,0,50,0,29.4
42,0,55,0,33
42,1,0,0,36.2
42,1,5,0.2,37.8
42,1,10,0,29.8
42,1,15,8.2,41.6
42,1,20,14.8,38
42,1,25,11.8,35
42,1,30,47.4,34.4
42,1,35,19.6,37.8
42,1,40,49.4,34.2
42,1,45,40.2,35
42,1,50,35,31.2
42,1,55,67.8,25
42,2,0,31.2,37.2
42,2,5,3.8,31.6
42,2,10,29,34.2
42,2,15,27.2,32.6
42,2,20,9.4,33.2
42,2,25,25.6,32.6
42,2,30,23.2,35
42,2,35,27.2,32.8
42,2,40,42.8,24.2
42,2,45,26.6,33
42,2,50,0,37
42,2,55,10.8,45.6
42,3,0,21.2,32.4
42,3,5,0,36.2
42,3,10,0,33
42,3,15,0,39
42,3,20,0,43.2
42,3,25,0,34
42,3,30,0,39
42,3,35,0,35.4
42,3,40,0,31.4
42,3,45,0,34
42,3,50,0,38.4
42,3,55,0,30
42,4,0,0,39
42,4,5,0,34.4
42,4,10,0,37.4
42,4,15,0,32.6
42,4,20,0,37
42,4,25,12.4,38
42,4,30,48.2,28.6
42,4,35,34.4,33.6
42,4,40,17.4,35.6
42,4,45,22.2,33.8
42,4,50,44.4,25.8
42,4,55,15.8,31.8
42,5,0,27.6,35.6
42,5,5,33,39.2
42,5,10,25,39.2
42,5,15,21,35
42,5,20,0,32.6
42,5,25,0.6,40.6
42,5,30,0,32.2
42,5,35,0,34.2
42,5,40,0,35.8
42,5,45,0,39.2
42,5,50,0,39.2
42,5,55,0,39.2
42,6,0,0,28.4
42,6,5,0,35.8
42,6,10,0,37.6
42,6,15,0,37.8
42,6,20,0.2,33.8
42,6,25,0,35.8
42,6,30,0,33.4
42,6,35,0,40.6
42,6,40,0,38
42,6,45,0,39.2
42,6,50,0.2,39.6
42,6,55,0,31.6
42,7,0,0,34.6
42,7,5,0,34.8
42,7,10,5.4,32.6
42,7,15,17.6,34.4
42,7,20,34.2,24.6
42,7,25,59.4,29.2
42,7,30,22.8,33.2
42,7,35,25.4,38.6
42,7,40,1,35.6
42,7,45,0,41
42,7,50,0,34.8
42,7,55,0,35
42,8,0,0,39
42,8,5,0,38.4
42,8,10,0.2,75.6
42,8,15,0,32.4
42,8,20,0,35
42,8,25,0,36
42,8,30,0,34.6
42,8,35,0,38
42,8,40,0,36.6
42,8,45,0,35.2
42,8,50,0,38.4
42,8,55,0,30.8
42,9,0,0,32.4
42,9,5,0,34.8
42,9,10,0,27.2
42,9,15,0,40.8
42,9,20,0,36
42,9,25,2,32
42,9,30,7.8,29.4
42,9,35,18.4,29.6
42,9,40,8.2,31.8
42,9,45,2.6,30.4
42,9,50,0,35.6
42,9,55,0,33.6
42,10,0,0,35.8
42,10,5,0,29.4
42,10,10,0,32.4
42,10,15,0,40
42,10,20,0,29.2
42,10,25,0,37.6
42,10,30,0,29.6
42,10,35,0,33.6
42,10,40,0,32.4
42,10,45,0,35.4
42,10,50,0,34.6
42,10,55,0,39.6
42,11,0,0,32.6
42,11,5,0,38.8
42,11,10,0,31.2
42,11,15,0,38
42,11,20,0,37.2
42,11,25,0,31
42,11,30,0,28.6
42,11,35,0,35.4
42,11,40,0,37
42,11,45,0,33.2
42,11,50,0,31.2
42,11,55,0.2,25.8
42,12,0,0,8
42,12,5,0,0
42,12,10,0.2,0
42,12,15,0,0
42,12,20,0,0
42,12,25,0,0
42,12,30,9.2,0
42,12,35,25.2,0
42,12,40,35,0
42,12,45,37.6,0
42,12,50,33,0
42,12,55,22,0
42,13,0,55,0
42,13,5,32.8,0
42,13,10,2.2,0
42,13,15,0.2,0
42,13,20,0.2,0
42,13,25,0,0
42,13,30,0,0
42,13,35,0,0
42,13,40,0,0
42,13,45,0,0
42,13,50,0,0
42,13,55,0,0
42,14,0,0,0
42,14,5,0,0
42,14,10,0,0
42,14,15,0,0
42,14,20,0,0
42,14,25,0,0
42,14,30,0,0
42,14,35,0,0
42,14,40,0,0
42,14,45,0,0
42,14,50,0,0
42,14,55,0,0
42,15,0,0,0
42,15,5,2.6,0
42,15,10,19.2,0
42,15,15,30.6,0
42,15,20,23.4,0
42,15,25,76.8,0
42,15,30,19.4,0
42,15,35,16,0
42,15,40,22.8,0
42,15,45,35.6,0
42,15,50,0.8,0
42,15,55,0.6,0
42,16,0,0.6,0
42,16,5,0,0
42,16,10,0.2,0
42,16,15,1,0
42,16,20,0,0
42,16,25,0.2,0
42,16,30,0,0
42,16,35,0.4,0
42,16,40,6.8,0
42,16,45,21.6,0
42,16,50,38.6,0
42,16,55,15.8,0
42,17,0,16,0
42,17,5,11.8,0
42,17,10,34.2,0
42,17,15,8.8,0
42,17,20,12.8,0
42,17,25,34.6,0
42,17,30,3.6,0
42,17,35,13,0
42,17,40,21.6,0
42,17,45,9.4,0
42,17,50,11.6,0
42,17,55,8.2,0
42,18,0,33.8,0
42,18,5,2.4,0
42,18,10,16.2,0
42,18,15,29.6,0
42,18,20,6.6,0
42,18,25,30.8,0
42,18,30,32.4,0
42,18,35,56.4,0
42,18,40,60.8,0
42,18,45,38.6,0
42,18,50,0,0
42,18,55,37.8,0
42,19,0,35.6,0
42,19,5,22.2,0
42,19,10,13.8,0
42,19,15,23.6,0
42,19,20,9.8,0
42,19,25,18.2,0
42,19,30,19,0
42,19,35,51.4,0
42,19,40,41.8,0
42,19,45,43.4,0
42,19,50,43.2,0
42,19,55,41.8,0
42,20,0,5.2,0
42,20,5,11.2,0
42,20,10,28.4,0
42,20,15,20,0
42,20,20,9.6,0
42,20,25,16.6,0
42,20,30,54,0
42,20,35,15.6,0
42,20,40,35.2,0
42,20,45,42.2,0
42,20,50,11.2,0
42,20,55,11.4,0
42,21,0,0,0
42,21,5,0.2,0
42,21,10,0.2,0
42,21,15,0,0
42,21,20,0,0
42,21,25,0.8,0
42,21,30,0,0
42,21,35,0,0
42,21,40,0,0
42,21,45,0,0
42,21,50,0,0
42,21,55,0,0
42,22,0,0.2,0
42,22,5,0,0
42,22,10,0,0
42,22,15,0,0
42,22,20,0,0
42,22,25,0,0
42,22,30,0,0
42,22,35,0,0
42,22,40,0,0
42,22,45,0,0
42,22,50,0,0
42,22,55,0.8,0
42,23,0,0.2,0
42,23,5,20.2,0
42,23,10,38.6,0
42,23,15,43,0
42,23,20,10.4,0
42,23,25,10.4,0
42,23,30,24.6,0
42,23,35,26.2,0
42,23,40,24.2,0
42,23,45,49.6,0
42,23,50,9.6,0
42,23,55,0,0
43,0,0,10.4,32
43,0,5,17.8,39.2
43,0,10,10.2,47.6
43,0,15,22.2,40.4
43,0,20,24.4,32
43,0,25,32.2,32.8
43,0,30,26.8,29.4
43,0,35,23.8,29.6
43,0,40,34.2,33.6
43,0,45,9.4,31.6
43,0,50,37.8,33.2
43,0,55,15.8,35
43,1,0,7.8,32.2
43,1,5,3.4,33.6
43,1,10,0,31.8
43,1,15,0,34.2
43,1,20,0,33.6
43,1,25,0,35.6
43,1,30,0,34.6
43,1,35,0,34.2
43,1,40,0,33
43,1,45,0,29.8
43,1,50,0,36.4
43,1,55,0,34.2
43,2,0,0,30.8
43,2,5,0,38.4
43,2,10,0,27.6
43,2,15,0,30.8
43,2,20,0,31.2
43,2,25,0.6,28
43,2,30,27.8,34.4
43,2,35,16,28.6
43,2,40,3.2,33.6
43,2,45,0.4,32.2
43,2,50,0.6,35.8
43,2,55,0,27.4
43,3,0,0,29.4
43,3,5,0,30.2
43,3,10,0.2,38.6
43,3,15,0,29.4
43,3,20,0,36.6
43,3,25,0,35.4
43,3,30,0,32.4
43,3,35,0,32.2
43,3,40,0,36.8
43,3,45,0,28
43,3,50,0,27.2
43,3,55,0,33.4
43,4,0,0,31.2
43,4,5,0,31.6
43,4,10,0,32.4
43,4,15,0,32.8
43,4,20,24.8,19.8
43,4,25,10.2,29.2
43,4,30,0,22
43,4,35,0,27
43,4,40,0,27
43,4,45,0,27.2
43,4,50,0,33.2
43,4,55,0,31.4
43,5,0,0,31
43,5,5,0,28.4
43,5,10,0,38
43,5,15,0,28
43,5,20,0,25.6
43,5,25,0,30.4
43,5,30,0,33.4
43,5,35,0,32.6
43,5,40,0,26
43,5,45,0,32
43,5,50,0,27.8
43,5,55,0,27.4
43,6,0,0,29.4
43,6,5,0,25.6
43,6,10,0,27
43,6,15,0,32.4
43,6,20,0,30.8
43,6,25,0,35
43,6,30,0,29.4
43,6,35,0.2,26.2
43,6,40,0,30.8
43,6,45,2.2,32.4
43,6,50,28.6,32.2
43,6,55,25.6,20.8
43,7,0,19.6,27.6
43,7,5,8.2,37.2
43,7,10,0,22.2
43,7,15,0,28.2
43,7,20,0,27.4
43,7,25,0,32.4
43,7,30,0,31.2
43,7,35,0,36.6
43,7,40,0,23.4
43,7,45,0,26
43,7,50,0,23.2
43,7,55,0,31
43,8,0,0,23.8
43,8,5,0,22.4
43,8,10,0,30.8
43,8,15,0,23.8
43,8,20,0,32.2
43,8,25,0,33
43,8,30,0,25.8
43,8,35,0,33.6
43,8,40,0,24
43,8,45,0,24.2
43,8,50,0,26.2
43,8,55,0,27.4
43,9,0,0,32.4
43,9,5,0,27.4
43,9,10,0,25.8
43,9,15,0,27.4
43,9,20,0,26.6
43,9,25,0.6,27.6
43,9,30,5.2,18
43,9,35,9.4,26
43,9,40,15.2,27.6
43,9,45,12.6,21.2
43,9,50,0.8,26
43,9,55,0.2,26.4
43,10,0,0,21.4
43,10,5,0,25.4
43,10,10,0,29
43,10,15,0,32
43,10,20,0,27.8
43,10,25,0,20.8
43,10,30,0,28.8
43,10,35,6.4,19.2
43,10,40,5.4,26
43,10,45,13.8,24
43,10,50,12.8,21.8
43,10,55,41.2,26.4
43,11,0,22.4,24.6
43,11,5,37,28.8
43,11,10,14.2,23.2
43,11,15,1.8,19.8
43,11,20,0,24.2
43,11,25,0,25
43,11,30,0,26.6
43,11,35,0,23.8
43,11,40,0,22.6
43,11,45,0,24.4
43,11,50,0,26.6
43,11,55,0,26
43,12,0,0,5.2
43,12,5,0,0
43,12,10,0,0
43,12,15,0,0
43,12,20,0,0
43,12,25,0,0
43,12,30,0,0
43,12,35,0,0
43,12,40,0,0
43,12,45,0,0
43,12,50,0,0
43,12,55,0,0
43,13,0,15.2,0
43,13,5,15.8,0
43,13,10,17.4,0
43,13,15,47.8,0
43,13,20,32,0
43,13,25,3,0
43,13,30,1,0
43,13,35,8.4,0
43,13,40,16.8,0
43,13,45,26,0
43,13,50,20.6,0
43,13,55,24.2,0
43,14,0,23,0
43,14,5,11.2,0
43,14,10,17.8,0
43,14,15,30.4,0
43,14,20,19.6,0
43,14,25,19.2,0
43,14,30,46.8,0
43,14,35,2.8,0
43,14,40,0.2,0
43,14,45,0,0
43,14,50,0.4,0
43,14,55,0.2,0
43,15,0,0.6,0
43,15,5,0.6,0
43,15,10,0.2,0
43,15,15,0.4,0
43,15,20,9.6,0
43,15,25,19.4,0
43,15,30,13.8,0
43,15,35,22.2,0
43,15,40,55.6,0
43,15,45,74.6,0
43,15,50,11,0
43,15,55,30.6,0
43,16,0,36.2,0
43,16,5,11.6,0
43,16,10,42.6,0
43,16,15,29.6,0
43,16,20,15.8,0
43,16,25,29,0
43,16,30,11.8,0
43,16,35,12.6,0
43,16,40,9.6,0
43,16,45,10,0
43,16,50,41.2,0
43,16,55,48,0
43,17,0,47,0
43,17,5,5.2,0
43,17,10,19.6,0
43,17,15,9.4,0
43,17,20,26.6,0
43,17,25,49.8,0
43,17,30,38.8,0
43,17,35,4.4,0
43,17,40,16,0
43,17,45,20.6,0
43,17,50,64,0
43,17,55,85.8,0
43,18,0,30.2,0
43,18,5,7.4,0
43,18,10,56.2,0
43,18,15,58.4,0
43,18,20,51.4,0
43,18,25,11.6,0
43,18,30,41.2,0
43,18,35,29.4,0
43,18,40,29,0
43,18,45,30.8,0
43,18,50,42,0
43,18,55,30.6,0
43,19,0,57,0
43,19,5,9.2,0
43,19,10,4,0
43,19,15,16.6,0
43,19,20,18.8,0
43,19,25,60.4,0
43,19,30,11.6,0
43,19,35,2.8,0
43,19,40,16.4,0
43,19,45,40.6,0
43,19,50,5.4,0
43,19,55,74,0
43,20,0,48.2,0
43,20,5,32.8,0
43,20,10,25.4,0
43,20,15,19.6,0
43,20,20,28.6,0
43,20,25,20,0
43,20,30,25,0
43,20,35,18.8,0
43,20,40,60,0
43,20,45,18.8,0
43,20,50,29.8,0
43,20,55,22.4,0
43,21,0,39.8,0
43,21,5,14.8,0
43,21,10,2,0
43,21,15,52,0
43,21,20,31.8,0
43,21,25,59,0
43,21,30,18.2,0
43,21,35,14.2,0
43,21,40,42.6,0
43,21,45,34.4,0
43,21,50,32.8,0
43,21,55,50.4,0
43,22,0,10.4,0
43,22,5,23.2,0
43,22,10,18.4,0
43,22,15,39,0
43,22,20,31.2,0
43,22,25,18.6,0
43,22,30,25.8,0
43,22,35,0,0
43,22,40,31.8,0
43,22,45,41.4,0
43,22,50,3.6,0
43,22,55,24.4,0
43,23,0,18,0
43,23,5,16.2,0
43,23,10,14.2,0
43,23,15,0,0
43,23,20,0,0
43,23,25,0.2,0
43,23,30,38.6,0
43,23,35,6.8,0
43,23,40,0,0
43,23,45,0,0
43,23,50,0,0
43,23,55,24,0
44,0,0,40.8,30
44,0,5,38.8,32.8
44,0,10,33.8,37
44,0,15,39.2,34.8
44,0,20,45,32.4
44,0,25,22.4,27.2
44,0,30,39.4,28
44,0,35,4,30.2
44,0,40,0,34.6
44,0,45,0,35.6
44,0,50,0,34.8
44,0,55,0,33.8
44,1,0,0,33.6
44,1,5,0,28
44,1,10,0,32.4
44,1,15,0,33
44,1,20,0.2,34.2
44,1,25,35.8,21.8
44,1,30,68,22.6
44,1,35,32.6,29.8
44,1,40,0.6,37.4
44,1,45,0,33.4
44,1,50,0,27.6
44,1,55,0,37.4
44,2,0,0,36.2
44,2,5,0,36
44,2,10,0,36.6
44,2,15,0,35.2
44,2,20,0,40.8
44,2,25,0,38.4
44,2,30,0,31.8
44,2,35,0,38.2
44,2,40,0,33.4
44,2,45,0,27.8
44,2,50,0,30.8
44,2,55,0,34.4
44,3,0,0,33.8
44,3,5,0,36.6
44,3,10,0,37
44,3,15,0,36.8
44,3,20,0,30.4
44,3,25,0,29
44,3,30,0,32.4
44,3,35,0,24.8
44,3,40,0,27.2
44,3,45,0,32.8
44,3,50,0,35.2
44,3,55,0.4,34.4
44,4,0,16,33.2
44,4,5,3,26.8
44,4,10,0,30.2
44,4,15,0,30
44,4,20,0,37.2
44,4,25,0,33.2
44,4,30,0,26.8
44,4,35,0,24.2
44,4,40,0,30
44,4,45,0,35.2
44,4,50,0,27
44,4,55,0,21.6
44,5,0,0,28
44,5,5,0,31.8
44,5,10,0,31.2
44,5,15,0,25.2
44,5,20,0,33.2
44,5,25,0,28.6
44,5,30,0,32.4
44,5,35,0,33
44,5,40,0,33.8
44,5,45,0,28
44,5,50,0,30.8
44,5,55,0,28.2
44,6,0,0,32
44,6,5,10.6,32.6
44,6,10,0,29
44,6,15,0,27.4
44,6,20,0,33.6
44,6,25,0,27.6
44,6,30,0,26.8
44,6,35,0,25.6
44,6,40,0,29.6
44,6,45,0,19.8
44,6,50,0,25.4
44,6,55,0,31
44,7,0,0,23.6
44,7,5,0,29.2
44,7,10,0,27.4
44,7,15,0.2,25.2
44,7,20,0,28.4
44,7,25,0,29.4
44,7,30,0,25.8
44,7,35,0,30.2
44,7,40,0,27.2
44,7,45,0,26.6
44,7,50,0,27.8
44,7,55,0,25.4
44,8,0,0,32
44,8,5,0,30
44,8,10,0,31
44,8,15,0,29.4
44,8,20,17.8,24.2
44,8,25,25,23.2
44,8,30,33.4,22
44,8,35,12.8,22.6
44,8,40,14.4,22
44,8,45,26,27.8
44,8,50,39.2,22.8
44,8,55,26.6,28.8
44,9,0,23.4,27.4
44,9,5,16.4,22.4
44,9,10,4.6,27.6
44,9,15,0,27.4
44,9,20,0,32.2
44,9,25,0,23
44,9,30,0.2,24
44,9,35,0,28.4
44,9,40,0,25.6
44,9,45,0,31.2
44,9,50,0,28.8
44,9,55,0,30.4
44,10,0,0,32.6
44,10,5,0,27.2
44,10,10,0,37.4
44,10,15,0,26.2
44,10,20,0,31.8
44,10,25,0,29.4
44,10,30,0,28.6
44,10,35,0,25.4
44,10,40,0,23
44,10,45,0,24.8
44,10,50,0,30.8
44,10,55,0,36.6
44,11,0,0,33.6
44,11,5,0,28
44,11,10,0,33.4
44,11,15,0,31.6
44,11,20,4.2,29.2
44,11,25,0,28
44,11,30,0,30.2
44,11,35,8.4,29
44,11,40,18.4,29.2
44,11,45,5.6,29.8
44,11,50,10,27.2
44,11,55,0,31.8
44,12,0,0,7
44,12,5,0,0
44,12,10,0,0
44,12,15,0,0
44,12,20,0,0
44,12,25,0,0
44,12,30,0,0
44,12,35,0.2,0
44,12,40,0.2,0
44,12,45,0,0
44,12,50,0,0
44,12,55,0,0
44,13,0,0,0
44,13,5,28.2,0
44,13,10,39.6,0
44,13,15,18.8,0
44,13,20,26.2,0
44,13,25,17.2,0
44,13,30,18.2,0
44,13,35,34.6,0
44,13,40,24.6,0
44,13,45,25.8,0
44,13,50,18.2,0
44,13,55,18.2,0
44,14,0,24.6,0
44,14,5,33.8,0
44,14,10,38.6,0
44,14,15,16.8,0
44,14,20,14.4,0
44,14,25,13.6,0
44,14,30,3,0
44,14,35,24,0
44,14,40,29,0
44,14,45,38.4,0
44,14,50,17.2,0
44,14,55,48.2,0
44,15,0,14.4,0
44,15,5,14,0
44,15,10,42.6,0
44,15,15,17.4,0
44,15,20,7.6,0
44,15,25,25.2,0
44,15,30,18,0
44,15,35,40.6,0
44,15,40,19,0
44,15,45,30,0
44,15,50,30.6,0
44,15,55,17.2,0
44,16,0,26.2,0
44,16,5,39.8,0
44,16,10,15.6,0
44,16,15,24,0
44,16,20,12.6,0
44,16,25,40.8,0
44,16,30,40.4,0
44,16,35,56,0
44,16,40,37.8,0
44,16,45,27.6,0
44,16,50,22.2,0
44,16,55,36.4,0
44,17,0,38.8,0
44,17,5,0,0
44,17,10,47.8,0
44,17,15,37.4,0
44,17,20,35.6,0
44,17,25,28,0
44,17,30,32,0
44,17,35,48.4,0
44,17,40,25.2,0
44,17,45,38,0
44,17,50,43.8,0
44,17,55,24.2,0
44,18,0,14.6,0
44,18,5,5.8,0
44,18,10,26.6,0
44,18,15,45,0
44,18,20,46.4,0
44,18,25,47.8,0
44,18,30,24.6,0
44,18,35,0,0
44,18,40,0,0
44,18,45,0.8,0
44,18,50,0.6,0
44,18,55,0,0
44,19,0,0,0
44,19,5,0,0
44,19,10,0,0
44,19,15,0,0
44,19,20,0,0
44,19,25,0,0
44,19,30,0,0
44,19,35,0,0
44,19,40,0,0
44,19,45,0,0
44,19,50,2.6,0
44,19,55,0,0
44,20,0,15,0
44,20,5,3.2,0
44,20,10,0,0
44,20,15,0,0
44,20,20,0.2,0
44,20,25,0.4,0
44,20,30,0,0
44,20,35,0,0
44,20,40,0,0
44,20,45,0,0
44,20,50,0,0
44,20,55,0,0
44,21,0,0,0
44,21,5,0,0
44,21,10,0,0
44,21,15,0,0
44,21,20,0,0
44,21,25,0,0
44,21,30,0,0
44,21,35,0,0
44,21,40,0,0
44,21,45,2.6,0
44,21,50,25.8,0
44,21,55,3.4,0
44,22,0,0,0
44,22,5,0,0
44,22,10,0,0
44,22,15,0,0
44,22,20,0,0
44,22,25,0,0
44,22,30,0,0
44,22,35,0,0
44,22,40,0,0
44,22,45,0,0
44,22,50,0,0
44,22,55,0,0
44,23,0,0.4,0
44,23,5,0,0
44,23,10,0,0
44,23,15,0,0
44,23,20,1,0
44,23,25,17.4,0
44,23,30,25.6,0
44,23,35,48,0
44,23,40,38.8,0
44,23,45,45.4,0
44,23,50,38.2,0
44,23,55,33,0
45,0,0,23.8,31
45,0,5,21.6,37
45,0,10,27,31.6
45,0,15,17.2,23.2
45,0,20,37.4,18
45,0,25,50.6,22.6
45,0,30,27.2,24.2
45,0,35,23.6,27
45,0,40,36,27.2
45,0,45,9.8,31.8
45,0,50,10,30.8
45,0,55,4.2,27.4
45,1,0,12.8,26.8
45,1,5,32,25.4
45,1,10,4.2,20
45,1,15,1.2,23.4
45,1,20,0,32.2
45,1,25,0,25.8
45,1,30,0,30.6
45,1,35,0,31.4
45,1,40,0,26.4
45,1,45,0,25.2
45,1,50,0,32.2
45,1,55,0,31
45,2,0,0,23.8
45,2,5,0,21.8
45,2,10,0,28.8
45,2,15,0,31.2
45,2,20,0,25.8
45,2,25,0,20
45,2,30,0,18.6
45,2,35,0,36
45,2,40,0,28.8
45,2,45,0,29.2
45,2,50,0,28.2
45,2,55,0,30.6
45,3,0,0,29.8
45,3,5,0,27.6
45,3,10,0,22.4
45,3,15,3,27.6
45,3,20,28.2,28.8
45,3,25,10.6,27.8
45,3,30,35.2,21
45,3,35,20.6,27.6
45,3,40,17.8,23.6
45,3,45,12.6,13.2
45,3,50,3.8,20.6
45,3,55,14.4,19
45,4,0,0,29
45,4,5,0,20.4
45,4,10,0,27
45,4,15,0,27.2
45,4,20,0,27.4
45,4,25,0,30.6
45,4,30,0,26.2
45,4,35,0,29.8
45,4,40,0,23.2
45,4,45,0,27.2
45,4,50,0,23.8
45,4,55,0,23.6
45,5,0,0,24
45,5,5,0,26.2
45,5,10,0,28
45,5,15,0,29.2
45,5,20,0,36.6
45,5,25,0,27
45,5,30,0,29.6
45,5,35,0,33.2
45,5,40,0,22.4
45,5,45,0,25.6
45,5,50,0,23.2
45,5,55,0,32.4
45,6,0,0,27.4
45,6,5,2.6,30
45,6,10,1.6,28.8
45,6,15,0,33
45,6,20,0,28.2
45,6,25,0,29.8
45,6,30,0,25.4
45,6,35,0,26.8
45,6,40,0,33
45,6,45,0,26.2
45,6,50,0,26.4
45,6,55,0,27.2
45,7,0,0,30
45,7,5,0,30.8
45,7,10,0,29.8
45,7,15,0,24.2
45,7,20,0.4,36.2
45,7,25,0,28.8
45,7,30,0,21.6
45,7,35,0,29.4
45,7,40,0,26.2
45,7,45,0,29.8
45,7,50,0,29.2
45,7,55,0,35
45,8,0,0,26.8
45,8,5,2.4,27.6
45,8,10,0,24.4
45,8,15,5,28.2
45,8,20,26.2,23.2
45,8,25,1.2,21.4
45,8,30,0,30.4
45,8,35,0,24.8
45,8,40,0,22
45,8,45,0,26.8
45,8,50,0,27
45,8,55,0,28.2
45,9,0,0,22.4
45,9,5,0,24.8
45,9,10,0,28.6
45,9,15,0,29.2
45,9,20,0,26.8
45,9,25,0,34.6
45,9,30,0,33
45,9,35,0,32.2
45,9,40,0,23.4
45,9,45,0,18.4
45,9,50,0,21
45,9,55,0,24
45,10,0,0,22.2
45,10,5,0,33.2
45,10,10,0,30.4
45,10,15,1.6,24.2
45,10,20,15.6,24.2
45,10,25,36.4,27.2
45,10,30,6.4,24.4
45,10,35,0,22.8
45,10,40,0,22.2
45,10,45,0,16.6
45,10,50,0,28.6
45,10,55,0,19.6
45,11,0,0,23.8
45,11,5,0,28
45,11,10,0,19.4
45,11,15,0,22.2
45,11,20,0,24.4
45,11,25,0,17.4
45,11,30,0,24.4
45,11,35,0,22.4
45,11,40,0,27
45,11,45,3.2,21.2
45,11,50,0,17.6
45,11,55,2.6,25.4
45,12,0,2.2,7.4
45,12,5,0,0
45,12,10,0,0
45,12,15,0,0
45,12,20,0,0
45,12,25,0,0
45,12,30,0.2,0
45,12,35,7.2,0
45,12,40,18.2,0
45,12,45,28.8,0
45,12,50,16.2,0
45,12,55,8.2,0
45,13,0,11.4,0
45,13,5,10.2,0
45,13,10,11.8,0
45,13,15,22.4,0
45,13,20,9.4,0
45,13,25,21.8,0
45,13,30,10.6,0
45,13,35,20.6,0
45,13,40,35.6,0
45,13,45,31.6,0
45,13,50,18.2,0
45,13,55,27.2,0
45,14,0,23,0
45,14,5,18.8,0
45,14,10,23.8,0
45,14,15,36.2,0
45,14,20,7,0
45,14,25,18.8,0
45,14,30,47.8,0
45,14,35,31.8,0
45,14,40,8.2,0
45,14,45,10,0
45,14,50,11.6,0
45,14,55,7.8,0
45,15,0,16.4,0
45,15,5,17.2,0
45,15,10,14.8,0
45,15,15,19.4,0
45,15,20,11.2,0
45,15,25,19.6,0
45,15,30,25,0
45,15,35,34.4,0
45,15,40,14,0
45,15,45,34,0
45,15,50,30,0
45,15,55,34.4,0
45,16,0,20.8,0
45,16,5,19.6,0
45,16,10,19.4,0
45,16,15,31.6,0
45,16,20,25.4,0
45,16,25,19,0
45,16,30,14,0
45,16,35,46.6,0
45,16,40,14,0
45,16,45,9.2,0
45,16,50,16.2,0
45,16,55,13,0
45,17,0,14,0
45,17,5,37.8,0
45,17,10,12.8,0
45,17,15,25,0
45,17,20,12.2,0
45,17,25,17.8,0
45,17,30,17.4,0
45,17,35,5.8,0
45,17,40,51.2,0
45,17,45,35.2,0
45,17,50,15,0
45,17,55,25,0
45,18,0,29,0
45,18,5,22.8,0
45,18,10,21.8,0
45,18,15,47,0
45,18,20,46.2,0
45,18,25,52.4,0
45,18,30,24,0
45,18,35,5.2,0
45,18,40,0.6,0
45,18,45,1.2,0
45,18,50,1.8,0
45,18,55,0,0
45,19,0,0,0
45,19,5,0,0
45,19,10,0,0
45,19,15,0,0
45,19,20,0,0
45,19,25,0,0
45,19,30,0,0
45,19,35,0,0
45,19,40,0,0
45,19,45,0.2,0
45,19,50,0,0
45,19,55,0,0
45,20,0,0,0
45,20,5,0,0
45,20,10,0.2,0
45,20,15,0,0
45,20,20,7,0
45,20,25,9.6,0
45,20,30,31.2,0
45,20,35,11.4,0
45,20,40,0.6,0
45,20,45,0,0
45,20,50,0,0
45,20,55,0,0
45,21,0,0,0
45,21,5,0,0
45,21,10,0,0
45,21,15,0,0
45,21,20,0,0
45,21,25,0,0
45,21,30,0,0
45,21,35,0,0
45,21,40,0,0
45,21,45,0,0
45,21,50,0,0
45,21,55,0,0
45,22,0,2.4,0
45,22,5,6.8,0
45,22,10,21.4,0
45,22,15,41.8,0
45,22,20,41.2,0
45,22,25,5.8,0
45,22,30,53.2,0
45,22,35,12.2,0
45,22,40,3.2,0
45,22,45,0.2,0
45,22,50,0,0
45,22,55,0.4,0
45,23,0,0,0
45,23,5,0.4,0
45,23,10,0,0
45,23,15,0,0
45,23,20,0,0
45,23,25,0,0
45,23,30,0,0
45,23,35,0,0
45,23,40,0,0
45,23,45,0,0
45,23,50,0,0
45,23,55,0,0
