ClockLab,,,,
1873L,,,,
16-Nov-20,6:00,,,
Day,Hr,Min,Cnts/min,Lights
37,16,25,0,45.8
37,16,30,0,36
37,16,35,0,35
37,16,40,0,39.4
37,16,45,0,39.8
37,16,50,0,37
37,16,55,0,37.8
37,17,0,0,38.6
37,17,5,0,41.4
37,17,10,0,36.2
37,17,15,0,34.2
37,17,20,0,44.6
37,17,25,0,34.2
37,17,30,0,37.6
37,17,35,0,30.2
37,17,40,0,40
37,17,45,0,44
37,17,50,0,33
37,17,55,3,40.2
37,18,0,17.8,7.4
37,18,5,14,0
37,18,10,3.8,0
37,18,15,15.2,0
37,18,20,26.4,0
37,18,25,46.6,0
37,18,30,16.4,0
37,18,35,20.2,0
37,18,40,43.4,0
37,18,45,28,0
37,18,50,39.4,0
37,18,55,40.4,0
37,19,0,25.2,0
37,19,5,23.2,0
37,19,10,34.4,0
37,19,15,40.4,0
37,19,20,27.8,0
37,19,25,17.2,0
37,19,30,23.4,0
37,19,35,38.4,0
37,19,40,34,0
37,19,45,40.2,0
37,19,50,20.2,0
37,19,55,20.8,0
37,20,0,42.8,0
37,20,5,21.8,0
37,20,10,22.2,0
37,20,15,34.8,0
37,20,20,35,0
37,20,25,28,0
37,20,30,15.2,0
37,20,35,33.8,0
37,20,40,0.2,0
37,20,45,13.6,0
37,20,50,27.6,0
37,20,55,32,0
37,21,0,6.2,0
37,21,5,41,0
37,21,10,26,0
37,21,15,36.4,0
37,21,20,27.4,0
37,21,25,33.6,0
37,21,30,33.2,0
37,21,35,34.8,0
37,21,40,27.2,0
37,21,45,38,0
37,21,50,46.8,0
37,21,55,24.4,0
37,22,0,44,0
37,22,5,43.8,0
37,22,10,39.6,0
37,22,15,31.2,0
37,22,20,18.2,0
37,22,25,1.2,0
37,22,30,0.2,0
37,22,35,0,0
37,22,40,0,0
37,22,45,0,0
37,22,50,0,0
37,22,55,0,0
37,23,0,0,0
37,23,5,0,0
37,23,10,0,0
37,23,15,0,0
37,23,20,0,0
37,23,25,0,0
37,23,30,0,0
37,23,35,0,0
37,23,40,0,0
37,23,45,0,0
37,23,50,0,0
37,23,55,0,0
38,0,0,0,0
38,0,5,0,0
38,0,10,0,0
38,0,15,0,0
38,0,20,0,0
38,0,25,0,0
38,0,30,3.4,0
38,0,35,0,0
38,0,40,17.2,0
38,0,45,46.2,0
38,0,50,43,0
38,0,55,42.4,0
38,1,0,16.6,0
38,1,5,27.2,0
38,1,10,34.8,0
38,1,15,12.6,0
38,1,20,35.4,0
38,1,25,24.2,0
38,1,30,33.6,0
38,1,35,4.2,0
38,1,40,6.2,0
38,1,45,44.6,0
38,1,50,31.4,0
38,1,55,28,0
38,2,0,19.6,0
38,2,5,26.8,0
38,2,10,29.2,0
38,2,15,43.4,0
38,2,20,11,0
38,2,25,8.2,0
38,2,30,0,0
38,2,35,0,0
38,2,40,0,0
38,2,45,0,0
38,2,50,0,0
38,2,55,0,0
38,3,0,0,0
38,3,5,0,0
38,3,10,0,0
38,3,15,0,0
38,3,20,0,0
38,3,25,0,0
38,3,30,0,0
38,3,35,0,0
38,3,40,0,0
38,3,45,0,0
38,3,50,0,0
38,3,55,0,0
38,4,0,0,0
38,4,5,0,0
38,4,10,0,0
38,4,15,0,0
38,4,20,0,0
38,4,25,16.8,0
38,4,30,24.6,0
38,4,35,0,0
38,4,40,0,0
38,4,45,0,0
38,4,50,0,0
38,4,55,0,0
38,5,0,0,0
38,5,5,0,0
38,5,10,0,0
38,5,15,0,0
38,5,20,0,0
38,5,25,0,0
38,5,30,0,0
38,5,35,0,0
38,5,40,0,0
38,5,45,0,0
38,5,50,0,0
38,5,55,0,0
38,6,0,0,41.4
38,6,5,0.4,47.4
38,6,10,0,45.4
38,6,15,0,36
38,6,20,7.4,42.2
38,6,25,9.2,46
38,6,30,20.8,36.2
38,6,35,14.2,37
38,6,40,39.8,45.4
38,6,45,14,29.8
38,6,50,17.8,31
38,6,55,32.4,27.8
38,7,0,33.4,21
38,7,5,44,23.2
38,7,10,42,24
38,7,15,14.8,36.2
38,7,20,35.6,32.8
38,7,25,24.8,31.8
38,7,30,13.8,35.2
38,7,35,26,31.8
38,7,40,26,43.8
38,7,45,22.6,40
38,7,50,39.6,36.2
38,7,55,35,34.2
38,8,0,21.6,28.2
38,8,5,42,22.2
38,8,10,18.8,31.8
38,8,15,25.8,34.6
38,8,20,11,30
38,8,25,20.8,25.8
38,8,30,29.8,22.8
38,8,35,10.4,30.2
38,8,40,12.6,30.6
38,8,45,0.6,37.2
38,8,50,0,33.8
38,8,55,0,27.6
38,9,0,0,37.2
38,9,5,0,38.2
38,9,10,0,29.8
38,9,15,0,34.6
38,9,20,0,32
38,9,25,0,28.4
38,9,30,0,26.2
38,9,35,0,33.4
38,9,40,0,31.8
38,9,45,0,28.4
38,9,50,0,39.2
38,9,55,0,26.2
38,10,0,2.2,31.2
38,10,5,0.4,30.4
38,10,10,10.4,31.2
38,10,15,9.8,32.4
38,10,20,0,28.2
38,10,25,0,35.2
38,10,30,0,29.6
38,10,35,0,35
38,10,40,0,41.6
38,10,45,0,36
38,10,50,0,35.4
38,10,55,0,29.2
38,11,0,0,30
38,11,5,0,25.4
38,11,10,0.4,30.4
38,11,15,0,34.2
38,11,20,0,35.6
38,11,25,0,25.2
38,11,30,0,31.2
38,11,35,0,27.8
38,11,40,0,38.4
38,11,45,0,31
38,11,50,0,33.4
38,11,55,0,33.4
38,12,0,0,26
38,12,5,0,34.6
38,12,10,0,34.8
38,12,15,0,32.2
38,12,20,0,31
38,12,25,0,26.2
38,12,30,0,31.6
38,12,35,0,32
38,12,40,0,27.6
38,12,45,0.6,35.6
38,12,50,0,33.8
38,12,55,32.8,35.8
38,13,0,15.2,34.8
38,13,5,27.6,23.8
38,13,10,14,21.8
38,13,15,26.6,22.8
38,13,20,7,27.4
38,13,25,6,26.2
38,13,30,0,30.6
38,13,35,0,29.2
38,13,40,0,25.6
38,13,45,0,22.2
38,13,50,0,23
38,13,55,0,18.6
38,14,0,0,29.8
38,14,5,0,30.4
38,14,10,0,24
38,14,15,0,27.4
38,14,20,0,27.2
38,14,25,0,26.4
38,14,30,0,26.2
38,14,35,0,20.8
38,14,40,0,30.6
38,14,45,0,30.2
38,14,50,0,23.4
38,14,55,0,22.6
38,15,0,0,21.6
38,15,5,0,36.6
38,15,10,0,24.8
38,15,15,0,28.4
38,15,20,0,25.4
38,15,25,0,28.8
38,15,30,0,29
38,15,35,0,33
38,15,40,0,24.2
38,15,45,0,26.6
38,15,50,0,27.4
38,15,55,0,27
38,16,0,0,25
38,16,5,0,30.2
38,16,10,0,25
38,16,15,9.8,31.2
38,16,20,22.4,18.6
38,16,25,11.8,24
38,16,30,18.6,26.2
38,16,35,36.6,31.6
38,16,40,23.6,26.8
38,16,45,3.8,29.6
38,16,50,0,25.4
38,16,55,0.4,35
38,17,0,0,19.8
38,17,5,0,36.6
38,17,10,0,28.8
38,17,15,0,34.2
38,17,20,0,28.2
38,17,25,0,28.8
38,17,30,0,25.8
38,17,35,0,27.4
38,17,40,0,34
38,17,45,0,29.6
38,17,50,0.4,29.6
38,17,55,0.2,33.4
38,18,0,0,7.4
38,18,5,1,0
38,18,10,1,0
38,18,15,11.4,0
38,18,20,59,0
38,18,25,46,0
38,18,30,34.6,0
38,18,35,40.6,0
38,18,40,19.4,0
38,18,45,23,0
38,18,50,21.6,0
38,18,55,12.4,0
38,19,0,40.6,0
38,19,5,24.8,0
38,19,10,24,0
38,19,15,22.6,0
38,19,20,36.2,0
38,19,25,15,0
38,19,30,15.8,0
38,19,35,6.8,0
38,19,40,5.6,0
38,19,45,8.8,0
38,19,50,13,0
38,19,55,34.8,0
38,20,0,23.4,0
38,20,5,37,0
38,20,10,28.2,0
38,20,15,16.4,0
38,20,20,15.4,0
38,20,25,23.2,0
38,20,30,37,0
38,20,35,45.8,0
38,20,40,20,0
38,20,45,12.8,0
38,20,50,25.8,0
38,20,55,20.8,0
38,21,0,19.8,0
38,21,5,21.4,0
38,21,10,6.8,0
38,21,15,16.6,0
38,21,20,27.4,0
38,21,25,21,0
38,21,30,40.2,0
38,21,35,42.8,0
38,21,40,25.8,0
38,21,45,12.6,0
38,21,50,23.6,0
38,21,55,34,0
38,22,0,44.6,0
38,22,5,21.2,0
38,22,10,35,0
38,22,15,34,0
38,22,20,61.2,0
38,22,25,26.4,0
38,22,30,33.4,0
38,22,35,10.2,0
38,22,40,29.4,0
38,22,45,24,0
38,22,50,22.8,0
38,22,55,23.4,0
38,23,0,37.8,0
38,23,5,22,0
38,23,10,38.6,0
38,23,15,13.2,0
38,23,20,14.2,0
38,23,25,38.6,0
38,23,30,41.2,0
38,23,35,21.6,0
38,23,40,41.8,0
38,23,45,38.6,0
38,23,50,35.8,0
38,23,55,21,0
39,0,0,39.8,25
39,0,5,48.4,36.8
39,0,10,31.4,32
39,0,15,26,35.2
39,0,20,2,31
39,0,25,9.4,36.8
39,0,30,33.8,28
39,0,35,34.6,32.2
39,0,40,15.6,22.6
39,0,45,1.6,33.8
39,0,50,0,34.4
39,0,55,0,32.6
39,1,0,0,33.4
39,1,5,0,32.2
39,1,10,0,35.8
39,1,15,0,33.2
39,1,20,0,41.8
39,1,25,0,33.8
39,1,30,0,32.4
39,1,35,0,36.6
39,1,40,0,24.8
39,1,45,0,26.4
39,1,50,0,32.4
39,1,55,0,22.8
39,2,0,4.8,32.4
39,2,5,17.4,30.6
39,2,10,25.8,25.4
39,2,15,0,28.2
39,2,20,0,29.2
39,2,25,0,34.4
39,2,30,0,23.2
39,2,35,0,31.4
39,2,40,0,28.4
39,2,45,0,25.8
39,2,50,0,34
39,2,55,0,26.2
39,3,0,0,27
39,3,5,0,29.6
39,3,10,0,34.6
39,3,15,0,26.6
39,3,20,0,27
39,3,25,0,32.4
39,3,30,0,28.8
39,3,35,0,30.8
39,3,40,0,31.4
39,3,45,0.4,24.8
39,3,50,1.8,27.8
39,3,55,25.6,28.8
39,4,0,15,32.4
39,4,5,34.6,23.2
39,4,10,4.2,17.2
39,4,15,0.4,27.4
39,4,20,0,30.2
39,4,25,0.2,29
39,4,30,0,26.2
39,4,35,0,23.8
39,4,40,0,34.2
39,4,45,0.2,30.8
39,4,50,0,25.8
39,4,55,0,28.4
39,5,0,0,17.6
39,5,5,0.2,24.8
39,5,10,0,30.2
39,5,15,0,29.2
39,5,20,0,30.6
39,5,25,0,22
39,5,30,0,32.4
39,5,35,0,30
39,5,40,0,19.4
39,5,45,0.2,27.4
39,5,50,0,27.4
39,5,55,0,29.2
39,6,0,0,28.2
39,6,5,0,24.8
39,6,10,0,23.8
39,6,15,0,30.6
39,6,20,0,20.2
39,6,25,4.2,26
39,6,30,17.4,24.6
39,6,35,21,26.6
39,6,40,38.4,31.4
39,6,45,58.8,20.2
39,6,50,55.4,65.4
39,6,55,46,25.4
39,7,0,39.4,26.8
39,7,5,15.2,28
39,7,10,27.8,24.6
39,7,15,21.6,21.8
39,7,20,5.4,24.6
39,7,25,2.4,21.6
39,7,30,0,25.2
39,7,35,0.4,29.8
39,7,40,0,30
39,7,45,0,35
39,7,50,0,29
39,7,55,0,23.4
39,8,0,0,28.6
39,8,5,0,23.8
39,8,10,0,28
39,8,15,0,27.2
39,8,20,0,31.8
39,8,25,0,24.8
39,8,30,0,19.4
39,8,35,0,28.2
39,8,40,0,23.4
39,8,45,0,24.8
39,8,50,0,24.8
39,8,55,0,23
39,9,0,0,26.8
39,9,5,0,27.4
39,9,10,0,26
39,9,15,0,24.6
39,9,20,0,25.4
39,9,25,0,23.8
39,9,30,0,26.6
39,9,35,0,23.4
39,9,40,4,29.2
39,9,45,1.2,29.8
39,9,50,5.8,27.2
39,9,55,21.6,26.6
39,10,0,29,31.4
39,10,5,29.6,22
39,10,10,17,22.6
39,10,15,35.8,19.6
39,10,20,15.2,24.8
39,10,25,14.8,27.2
39,10,30,0,24.6
39,10,35,0,36.2
39,10,40,0,25.4
39,10,45,0,28.2
39,10,50,0,30.2
39,10,55,0,28.6
39,11,0,0,22.4
39,11,5,0,23.4
39,11,10,0,28.4
39,11,15,0,25.6
39,11,20,0,25.8
39,11,25,0,30
39,11,30,0,32.8
39,11,35,0,27
39,11,40,0,27
39,11,45,0,28
39,11,50,0,31.6
39,11,55,0,36.4
39,12,0,0,7.2
39,12,5,0,0
39,12,10,0,0
39,12,15,0,0
39,12,20,0.2,0
39,12,25,0,0
39,12,30,0,0
39,12,35,0,0
39,12,40,0.2,0
39,12,45,5.8,0
39,12,50,16.4,0
39,12,55,46.8,0
39,13,0,36.2,0
39,13,5,12.4,0
39,13,10,0.4,0
39,13,15,0.4,0
39,13,20,0,0
39,13,25,6.6,0
39,13,30,0.2,0
39,13,35,0,0
39,13,40,0,0
39,13,45,0,0
39,13,50,0,0
39,13,55,0,0
39,14,0,11.2,0
39,14,5,2.4,0
39,14,10,2.4,0
39,14,15,10,0
39,14,20,0,0
39,14,25,0.2,0
39,14,30,0,0
39,14,35,0,0
39,14,40,0,0
39,14,45,0,0
39,14,50,0,0
39,14,55,0,0
39,15,0,0,0
39,15,5,0,0
39,15,10,0,0
39,15,15,0,0
39,15,20,0,0
39,15,25,0.2,0
39,15,30,0,0
39,15,35,0.2,0
39,15,40,0,0
39,15,45,0,0
39,15,50,0,0
39,15,55,0.2,0
39,16,0,0,0
39,16,5,0.2,0
39,16,10,0.4,0
39,16,15,0,0
39,16,20,0.2,0
39,16,25,8.8,0
39,16,30,6.2,0
39,16,35,30,0
39,16,40,17.2,0
39,16,45,3.2,0
39,16,50,1.4,0
39,16,55,0,0
39,17,0,0,0
39,17,5,0,0
39,17,10,0,0
39,17,15,0,0
39,17,20,0.2,0
39,17,25,0,0
39,17,30,0,0
39,17,35,0,0
39,17,40,0.2,0
39,17,45,0,0
39,17,50,0,0
39,17,55,0.6,0
39,18,0,5.6,0
39,18,5,20.2,0
39,18,10,3.2,0
39,18,15,19.4,0
39,18,20,27.4,0
39,18,25,2.2,0
39,18,30,0,0
39,18,35,0.4,0
39,18,40,0.2,0
39,18,45,0,0
39,18,50,0.8,0
39,18,55,6.6,0
39,19,0,17,0
39,19,5,22.2,0
39,19,10,28.8,0
39,19,15,31.2,0
39,19,20,23.6,0
39,19,25,42.4,0
39,19,30,22.6,0
39,19,35,30.8,0
39,19,40,40,0
39,19,45,35.8,0
39,19,50,43.4,0
39,19,55,36.6,0
39,20,0,41.8,0
39,20,5,27.8,0
39,20,10,25.2,0
39,20,15,32.8,0
39,20,20,40.8,0
39,20,25,57.4,0
39,20,30,42.6,0
39,20,35,53,0
39,20,40,6.4,0
39,20,45,31.2,0
39,20,50,31.8,0
39,20,55,45,0
39,21,0,49.4,0
39,21,5,20.4,0
39,21,10,44.8,0
39,21,15,39.8,0
39,21,20,11.2,0
39,21,25,6.8,0
39,21,30,27.6,0
39,21,35,21.4,0
39,21,40,33.8,0
39,21,45,26,0
39,21,50,9.2,0
39,21,55,32.4,0
39,22,0,49.8,0
39,22,5,29.8,0
39,22,10,50.6,0
39,22,15,16,0
39,22,20,10,0
39,22,25,33.6,0
39,22,30,60.8,0
39,22,35,35.2,0
39,22,40,32,0
39,22,45,53.8,0
39,22,50,54.4,0
39,22,55,42.2,0
39,23,0,19.2,0
39,23,5,33.6,0
39,23,10,69.4,0
39,23,15,15.8,0
39,23,20,11,0
39,23,25,39.6,0
39,23,30,62.4,0
39,23,35,64.4,0
39,23,40,39.4,0
39,23,45,34,0
39,23,50,16.4,0
39,23,55,27,0
40,0,0,51,41.8
40,0,5,76,35.4
40,0,10,64.6,38
40,0,15,70.4,39.2
40,0,20,40,39.4
40,0,25,40.4,35
40,0,30,37,32.2
40,0,35,53.8,28.8
40,0,40,30.6,36
40,0,45,8.2,25.4
40,0,50,0.6,33
40,0,55,0,25.6
40,1,0,0,34
40,1,5,0,30
40,1,10,0,33.2
40,1,15,0,25
40,1,20,9,30.6
40,1,25,60,23.8
40,1,30,35,30.6
40,1,35,54.8,21.2
40,1,40,61.4,39.4
40,1,45,37.8,26.6
40,1,50,37.4,35
40,1,55,51.2,31.2
40,2,0,43.4,29.2
40,2,5,25.2,38
40,2,10,41.2,28.2
40,2,15,68.2,25.2
40,2,20,56.4,39
40,2,25,30.8,28
40,2,30,1.6,36
40,2,35,0.2,27
40,2,40,0.4,40
40,2,45,0,29.8
40,2,50,0,27.6
40,2,55,0.2,40.4
40,3,0,0,36.6
40,3,5,0,36.8
40,3,10,48.4,28.6
40,3,15,64.2,25
40,3,20,44.6,28.4
40,3,25,62.4,30
40,3,30,5.2,32.8
40,3,35,0.8,33.4
40,3,40,23.8,29.2
40,3,45,0,36.6
40,3,50,0,36
40,3,55,0,40
40,4,0,0,34.6
40,4,5,0,35.2
40,4,10,0.2,34.6
40,4,15,47.4,31.2
40,4,20,62.8,37.8
40,4,25,36.6,35.6
40,4,30,44,36.2
40,4,35,60.2,18.8
40,4,40,35.6,36.2
40,4,45,38.2,23.2
40,4,50,13.4,33
40,4,55,0.4,36.4
40,5,0,0.4,39.6
40,5,5,0,34
40,5,10,0,33.6
40,5,15,0,33.4
40,5,20,0,37
40,5,25,0,27.8
40,5,30,0,30.2
40,5,35,0.6,31.8
40,5,40,0,33.2
40,5,45,0,35
40,5,50,0,31
40,5,55,0,40
40,6,0,0,36.2
40,6,5,0,31.8
40,6,10,0.6,29.4
40,6,15,0,36.2
40,6,20,0,35.6
40,6,25,0.2,36.4
40,6,30,2,42.2
40,6,35,34.2,25.8
40,6,40,26,34
40,6,45,13.6,33.4
40,6,50,0.2,31.6
40,6,55,0,27.2
40,7,0,0,38.2
40,7,5,0,25.2
40,7,10,0,33.2
40,7,15,0,31.2
40,7,20,0.2,32.8
40,7,25,0,29
40,7,30,0,37
40,7,35,0,28.2
40,7,40,0,25.4
40,7,45,0,24.8
40,7,50,0,30
40,7,55,0,28.6
40,8,0,0,29.6
40,8,5,0,33
40,8,10,0,32.2
40,8,15,0,29.6
40,8,20,4.8,23.2
40,8,25,34.4,36.4
40,8,30,9.4,32.8
40,8,35,0,32.2
40,8,40,0,37.2
40,8,45,0,31.8
40,8,50,0,44.2
40,8,55,0,30.2
40,9,0,0,34.4
40,9,5,0,38
40,9,10,0.2,39.8
40,9,15,0,41.8
40,9,20,0,32
40,9,25,0,38.8
40,9,30,0,31.4
40,9,35,0,36
40,9,40,0,31.4
40,9,45,0.8,34
40,9,50,0,32.6
40,9,55,0,40.2
40,10,0,0,34.4
40,10,5,0,32.6
40,10,10,0,35.8
40,10,15,0,35.4
40,10,20,0,32.2
40,10,25,0,30.8
40,10,30,0,36.8
40,10,35,0,41.4
40,10,40,0.2,36.8
40,10,45,0,38.4
40,10,50,0,37.8
40,10,55,0,41.6
40,11,0,0.2,32
40,11,5,27.8,33
40,11,10,23.6,36.2
40,11,15,25.4,27.4
40,11,20,10,25.4
40,11,25,0.4,34.4
40,11,30,0.8,30.8
40,11,35,0.8,36
40,11,40,0.2,26.2
40,11,45,0,30.8
40,11,50,0,27.4
40,11,55,0,26.2
40,12,0,0,6.6
40,12,5,0,0
40,12,10,0,0
40,12,15,0,0
40,12,20,0,0
40,12,25,0.6,0
40,12,30,0,0
40,12,35,0,0
40,12,40,0,0
40,12,45,0,0
40,12,50,0,0
40,12,55,0.2,0
40,13,0,0,0
40,13,5,0.2,0
40,13,10,0,0
40,13,15,0,0
40,13,20,0,0
40,13,25,0,0
40,13,30,0,0
40,13,35,0,0
40,13,40,0,0
40,13,45,0.2,0
40,13,50,5.4,0
40,13,55,34,0
40,14,0,30.6,0
40,14,5,29.2,0
40,14,10,35.2,0
40,14,15,9.4,0
40,14,20,10,0
40,14,25,50.2,0
40,14,30,37.2,0
40,14,35,43.8,0
40,14,40,25.4,0
40,14,45,36.4,0
40,14,50,14.6,0
40,14,55,2.6,0
40,15,0,0,0
40,15,5,0,0
40,15,10,0,0
40,15,15,0,0
40,15,20,0,0
40,15,25,0,0
40,15,30,0,0
40,15,35,0,0
40,15,40,0,0
40,15,45,0,0
40,15,50,0,0
40,15,55,0,0
40,16,0,0,0
40,16,5,0,0
40,16,10,0,0
40,16,15,0,0
40,16,20,0,0
40,16,25,1.2,0
40,16,30,7.6,0
40,16,35,0.4,0
40,16,40,15,0
40,16,45,3.8,0
40,16,50,1,0
40,16,55,0.4,0
40,17,0,0.2,0
40,17,5,0,0
40,17,10,0,0
40,17,15,0.2,0
40,17,20,0.4,0
40,17,25,0,0
40,17,30,0,0
40,17,35,0,0
40,17,40,4.2,0
40,17,45,4.8,0
40,17,50,36.6,0
40,17,55,17.2,0
40,18,0,29.4,0
40,18,5,16.4,0
40,18,10,0.2,0
40,18,15,12.4,0
40,18,20,25.4,0
40,18,25,13.4,0
40,18,30,21.2,0
40,18,35,23.8,0
40,18,40,21.2,0
40,18,45,50.4,0
40,18,50,48.2,0
40,18,55,23.2,0
40,19,0,21.2,0
40,19,5,11.4,0
40,19,10,27.6,0
40,19,15,5.4,0
40,19,20,49.2,0
40,19,25,3.6,0
40,19,30,21,0
40,19,35,33.4,0
40,19,40,19,0
40,19,45,0.2,0
40,19,50,0.2,0
40,19,55,0,0
40,20,0,0.4,0
40,20,5,0,0
40,20,10,0,0
40,20,15,0.2,0
40,20,20,0.4,0
40,20,25,1.2,0
40,20,30,8.6,0
40,20,35,42.4,0
40,20,40,31.4,0
40,20,45,29,0
40,20,50,37.6,0
40,20,55,50.2,0
40,21,0,37.6,0
40,21,5,16.4,0
40,21,10,7.6,0
40,21,15,41.6,0
40,21,20,33.4,0
40,21,25,19,0
40,21,30,20.4,0
40,21,35,20.8,0
40,21,40,15.8,0
40,21,45,37.8,0
40,21,50,17.6,0
40,21,55,36.4,0
40,22,0,42.8,0
40,22,5,12.6,0
40,22,10,2.6,0
40,22,15,0.4,0
40,22,20,0,0
40,22,25,0,0
40,22,30,0,0
40,22,35,0,0
40,22,40,0.2,0
40,22,45,0,0
40,22,50,0,0
40,22,55,0,0
40,23,0,0,0
40,23,5,0,0
40,23,10,0.2,0
40,23,15,0,0
40,23,20,0,0
40,23,25,1.2,0
40,23,30,0,0
40,23,35,0,0
40,23,40,0,0
40,23,45,0.4,0
40,23,50,0.2,0
40,23,55,0,0
41,0,0,1.2,44.8
41,0,5,8.2,57.2
41,0,10,16.2,47
41,0,15,16.8,51.6
41,0,20,43.6,35.2
41,0,25,37.8,36
41,0,30,2.6,43.4
41,0,35,0.4,39.4
41,0,40,0.2,34.2
41,0,45,0,33
41,0,50,0,34
41,0,55,0,44.2
41,1,0,0,46
41,1,5,0,38.4
41,1,10,0,32
41,1,15,0.2,34
41,1,20,0.6,39.4
41,1,25,0,39.2
41,1,30,0,36
41,1,35,0.2,35.8
41,1,40,0,31.8
41,1,45,0.4,35
41,1,50,2.8,39.8
41,1,55,8.6,42.4
41,2,0,42.4,38.6
41,2,5,52.2,31.8
41,2,10,35.6,41.8
41,2,15,24.2,45.8
41,2,20,47,37.2
41,2,25,17.2,37.8
41,2,30,35,38.6
41,2,35,17.8,41
41,2,40,22.6,39.2
41,2,45,31.6,39.8
41,2,50,55.8,25.4
41,2,55,40.6,35.6
41,3,0,21.6,39.4
41,3,5,24,24.4
41,3,10,31.6,34
41,3,15,39.8,31.8
41,3,20,29.8,37.2
41,3,25,25.8,33
41,3,30,21.8,29.2
41,3,35,34.4,32.2
41,3,40,56.8,29.2
41,3,45,48.2,31.2
41,3,50,5.8,41
41,3,55,42,25
41,4,0,29.2,30.4
41,4,5,32,25.2
41,4,10,51.8,29.2
41,4,15,19.6,31.4
41,4,20,6.6,34.2
41,4,25,0.2,38.2
41,4,30,0,34.6
41,4,35,0,26.2
41,4,40,0,35.8
41,4,45,0,30
41,4,50,0,38.8
41,4,55,0,29.4
41,5,0,0,30
41,5,5,0,26.6
41,5,10,0,32.8
41,5,15,0,29.8
41,5,20,0,30.2
41,5,25,0,33.6
41,5,30,0,33
41,5,35,0,38.2
41,5,40,0,31
41,5,45,0,34.8
41,5,50,0,33.4
41,5,55,0,31.8
41,6,0,0,28
41,6,5,0,27.4
41,6,10,0,36.6
41,6,15,4,30.4
41,6,20,0,29.4
41,6,25,32.8,27.2
41,6,30,30.6,31.2
41,6,35,17.4,30.2
41,6,40,6.2,30.4
41,6,45,0,33.6
41,6,50,0,28.4
41,6,55,0,33.2
41,7,0,0,25.6
41,7,5,0,33.6
41,7,10,0,35
41,7,15,0,27.4
41,7,20,0,33.2
41,7,25,0,30
41,7,30,0,29.6
41,7,35,0,27.6
41,7,40,0,29.6
41,7,45,0,34
41,7,50,0,31.6
41,7,55,0,26.8
41,8,0,0,28.8
41,8,5,0,39.2
41,8,10,0,30.2
41,8,15,5.2,35.2
41,8,20,58.4,19
41,8,25,15.6,34.6
41,8,30,19.6,29.4
41,8,35,45.2,28.6
41,8,40,10.8,28.4
41,8,45,12,33.2
41,8,50,12.4,29.8
41,8,55,0,35.4
41,9,0,0,28.8
41,9,5,0,26.4
41,9,10,0,27.6
41,9,15,0,30.2
41,9,20,0,31
41,9,25,0,31.6
41,9,30,0,32
41,9,35,0,29.2
41,9,40,0,30.2
41,9,45,0,33
41,9,50,0,36.6
41,9,55,0,33
41,10,0,0,36
41,10,5,0,33.8
41,10,10,0,31
41,10,15,0,30.6
41,10,20,0,26
41,10,25,0,25.8
41,10,30,0,30.6
41,10,35,0,29.8
41,10,40,2.2,28.2
41,10,45,0,28.2
41,10,50,20.6,28.6
41,10,55,37.2,27.2
41,11,0,34.4,31
41,11,5,11.2,35.8
41,11,10,0,36
41,11,15,0,28.8
41,11,20,0,34
41,11,25,0,29.2
41,11,30,0,29
41,11,35,0,31.4
41,11,40,0,34.6
41,11,45,0,29.2
41,11,50,0,33.2
41,11,55,0,34.8
41,12,0,0,9.4
41,12,5,0,0
41,12,10,0,0
41,12,15,0,0
41,12,20,0.2,0
41,12,25,0,0
41,12,30,0,0
41,12,35,0,0
41,12,40,0,0
41,12,45,0,0
41,12,50,0,0
41,12,55,0,0
41,13,0,0,0
41,13,5,0,0
41,13,10,0,0
41,13,15,0,0
41,13,20,0,0
41,13,25,3.4,0
41,13,30,7.4,0
41,13,35,33,0
41,13,40,45.2,0
41,13,45,28.8,0
41,13,50,12.6,0
41,13,55,9.2,0
41,14,0,33.2,0
41,14,5,7,0
41,14,10,15.2,0
41,14,15,26.8,0
41,14,20,14.4,0
41,14,25,2.2,0
41,14,30,0,0
41,14,35,0,0
41,14,40,0,0
41,14,45,0,0
41,14,50,0,0
41,14,55,0,0
41,15,0,0,0
41,15,5,0,0
41,15,10,0,0
41,15,15,0,0
41,15,20,0,0
41,15,25,0,0
41,15,30,0,0
41,15,35,29.4,0
41,15,40,4,0
41,15,45,0,0
41,15,50,0,0
41,15,55,0.2,0
41,16,0,0,0
41,16,5,0.2,0
41,16,10,0,0
41,16,15,0,0
41,16,20,3.2,0
41,16,25,3.8,0
41,16,30,16.4,0
41,16,35,21.2,0
41,16,40,0,0
41,16,45,0,0
41,16,50,0,0
41,16,55,4,0
41,17,0,24.2,0
41,17,5,34.2,0
41,17,10,12.2,0
41,17,15,18.8,0
41,17,20,11.4,0
41,17,25,19.8,0
41,17,30,14.6,0
41,17,35,17.4,0
41,17,40,14.6,0
41,17,45,4.8,0
41,17,50,12.2,0
41,17,55,8,0
41,18,0,46.2,0
41,18,5,8.8,0
41,18,10,7.2,0
41,18,15,28.6,0
41,18,20,5,0
41,18,25,20.4,0
41,18,30,18.2,0
41,18,35,37,0
41,18,40,22.6,0
41,18,45,17.8,0
41,18,50,21.4,0
41,18,55,20.6,0
41,19,0,5.6,0
41,19,5,4.8,0
41,19,10,25.4,0
41,19,15,1.8,0
41,19,20,19,0
41,19,25,14.4,0
41,19,30,12.6,0
41,19,35,31.8,0
41,19,40,31.2,0
